h_a,minutes_since_last_goal_before_match,reliability_score,delay_score,time_last_3_matches,goals_last_3_matches,xG_last_3_matches,total_team_matches_before_match,team_pts_before_match,total_team_goals_scored_before_match,total_team_xg_before_match,total_opponent_matches_before_match,opponent_pts_before_match,total_opponent_goals_conceded_before_match,total_opponent_xga_before_match,opponent_clean_sheet_rate_before_match,scored,starting,league_Bundesliga,league_EPL,league_La_Liga,league_Ligue_1,league_Serie_A,ratio_min_goals_last_3_matches,ratio_min_xg_last_3_matches,ratio_pts_match,ratio_pts_match_opponent,ratio_goals_scored,ratio_xG,ratio_goals_conceded_opponent,ratio_xga_opponent
0,202.0,0.4881278656788924,0.21224472505775838,266.0,1.0,2.4276035577058788,16,33,37,28.059032000000002,16,17,23,20.528799,0.3125,1,1,0.0,0.0,0.0,1.0,0.0,266.0,109.57308047915943,2.0625,1.0625,2.3125,1.7536895000000001,1.4375,1.2830499375
1,46.0,0.4881278656788924,-0.8753158369170323,266.0,1.0,1.421079114079475,17,36,39,30.551572,17,23,29,33.895905,0.17647058823529413,1,1,0.0,0.0,0.0,1.0,0.0,266.0,187.18169689820925,2.1176470588235294,1.3529411764705883,2.2941176470588234,1.797151294117647,1.7058823529411764,1.9938767647058824
0,23.0,0.4881278656788924,-1.0356613043876746,270.0,2.0,3.0833691060543056,18,37,40,33.842392000000004,18,30,25,25.441543,0.16666666666666666,0,1,0.0,0.0,0.0,1.0,0.0,135.0,87.56655162362668,2.0555555555555554,1.6666666666666667,2.2222222222222223,1.880132888888889,1.3888888888888888,1.4134190555555555
1,113.0,0.4881278656788924,-0.4082225186329876,270.0,2.0,3.017836838960647,19,37,40,34.953962,19,30,23,26.360873,0.3684210526315789,1,1,0.0,0.0,0.0,1.0,0.0,135.0,89.46805755508932,1.9473684210526316,1.5789473684210527,2.1052631578947367,1.8396822105263155,1.2105263157894737,1.3874143684210527
0,30.0,0.4881278656788924,-0.9868605099400878,270.0,2.0,2.8363924920558925,20,40,43,38.573682,20,23,29,33.68117,0.2,0,1,0.0,0.0,0.0,1.0,0.0,135.0,95.19133926500308,2.0,1.15,2.15,1.9286841,1.45,1.6840585000000001
1,107.0,0.4881278656788924,-0.45005177101663335,257.0,1.0,1.1786716580390926,21,43,45,41.449492,21,18,45,50.259997,0.14285714285714285,1,1,0.0,0.0,0.0,1.0,0.0,257.0,218.04206306916745,2.0476190476190474,0.8571428571428571,2.142857142857143,1.9737853333333333,2.142857142857143,2.3933331904761905
0,27.0,0.4881278656788924,-1.0077751361319107,243.0,2.0,2.6509231626987453,22,46,50,47.391852,22,25,37,40.201439,0.22727272727272727,0,1,0.0,0.0,0.0,1.0,0.0,121.5,91.66618007615745,2.090909090909091,1.1363636363636365,2.272727272727273,2.154175090909091,1.6818181818181819,1.8273381363636363
1,117.0,0.4881278656788924,-0.3803363503772237,243.0,1.0,2.2671973109245296,23,46,50,48.613702,23,24,40,40.426678,0.13043478260869565,1,1,0.0,0.0,0.0,1.0,0.0,243.0,107.18079049807456,2.0,1.0434782608695652,2.1739130434782608,2.1136392173913046,1.7391304347826086,1.7576816521739131
1,6.0,0.4881278656788924,-1.1541775194746708,248.0,2.0,2.871038526296615,24,49,52,51.230972,24,33,29,34.7070938,0.375,0,0,0.0,0.0,0.0,1.0,0.0,124.0,86.37989275605368,2.0416666666666665,1.375,2.1666666666666665,2.1346238333333334,1.2083333333333333,1.4461289083333335
0,50.0,0.4881278656788924,-0.8474296686612685,216.0,1.0,1.331137746572494,25,49,52,52.420422,25,65,24,28.325508,0.24,0,0,0.0,0.0,0.0,1.0,0.0,216.0,162.2672037932752,1.96,2.6,2.08,2.09681688,0.96,1.13302032
0,76.0,0.4881278656788924,-0.6661695749988034,152.0,1.0,0.879665564745664,26,49,53,53.154706,26,23,40,50.143655,0.15384615384615385,0,1,0.0,0.0,0.0,1.0,0.0,152.0,172.79294096722708,1.8846153846153846,0.8846153846153846,2.0384615384615383,2.044411769230769,1.5384615384615385,1.9286021153846156
1,166.0,0.4881278656788924,-0.03873078924411639,160.0,0.0,0.5745162479579443,27,49,54,54.233556,27,34,33,31.938435,0.3333333333333333,1,1,0.0,0.0,0.0,1.0,0.0,300.0,278.4951697514259,1.8148148148148149,1.2592592592592593,2.0,2.0086502222222222,1.2222222222222223,1.1829049999999999
0,34.0,0.4881278656788924,-0.9589743416843238,206.0,1.0,0.5673119910061355,28,52,57,55.365776000000004,28,50,35,32.2993363,0.2857142857142857,0,1,0.0,0.0,0.0,1.0,0.0,206.0,363.1158926055066,1.8571428571428572,1.7857142857142858,2.0357142857142856,1.977349142857143,1.25,1.153547725
1,119.0,0.4881278656788924,-0.36639326624934176,265.0,1.0,0.6307932138442989,29,52,57,56.243449,29,15,66,62.83079,0.0,1,1,0.0,0.0,0.0,1.0,0.0,265.0,420.1059779717462,1.793103448275862,0.5172413793103449,1.9655172413793103,1.9394292758620688,2.2758620689655173,2.1665789655172416
1,24.0,0.4881278656788924,-1.0286897623237334,265.0,3.0,2.177345752716064,30,55,62,60.065779,30,44,49,57.844631,0.26666666666666666,1,1,0.0,0.0,0.0,1.0,0.0,88.33333333333333,121.70781772689696,1.8333333333333333,1.4666666666666666,2.066666666666667,2.0021926333333333,1.6333333333333333,1.9281543666666667
0,51.0,0.4881278656788924,-0.8404581265973274,262.0,3.0,2.1914825960993762,31,58,66,61.191459,31,56,32,42.3341707,0.3548387096774194,0,1,0.0,0.0,0.0,1.0,0.0,87.33333333333333,119.5537671466496,1.8709677419354838,1.8064516129032258,2.129032258064516,1.9739180322580645,1.032258064516129,1.3656184096774193
0,141.0,0.4881278656788924,-0.21301934084264054,267.0,3.0,2.288628056645393,32,59,67,62.617169000000004,32,31,66,65.04288700000001,0.125,1,1,0.0,0.0,0.0,1.0,0.0,89.0,116.66377995529825,1.84375,0.96875,2.09375,1.9567865312500001,2.0625,2.0325902187500002
1,6.0,0.4881278656788924,-1.1541775194746708,267.0,2.0,0.49053531885147045,33,62,70,64.77848900000001,33,41,46,46.732313,0.3333333333333333,1,1,0.0,0.0,0.0,1.0,0.0,133.5,544.3033146423553,1.878787878787879,1.2424242424242424,2.121212121212121,1.9629845151515153,1.393939393939394,1.416130696969697
0,45.0,0.4881278656788924,-0.8822873789809732,270.0,3.0,2.3585240542888637,0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,90.0,114.47837451944484,0.0,0.0,0.0,0.0,0.0,0.0
1,135.0,0.4881278656788924,-0.25484859322628634,270.0,3.0,2.4026286303997035,1,0,0,2.07298,1,0,1,0.82142,0.0,1,1,0.0,0.0,0.0,1.0,0.0,90.0,112.37691775739913,0.0,0.0,0.0,2.07298,1.0,0.82142
0,73.0,0.4881278656788924,-0.6870842011906262,270.0,3.0,3.6894615739583965,2,3,5,5.40998,2,6,0,2.379333,1.0,0,1,0.0,0.0,0.0,1.0,0.0,90.0,73.18140996663612,1.5,3.0,2.5,2.70499,0.0,1.1896665
1,126.0,0.4881278656788924,-0.31759247180175504,233.0,1.0,1.7564257234334941,3,3,5,6.306842,3,3,8,5.2678872,0.3333333333333333,1,1,0.0,0.0,0.0,1.0,0.0,233.0,132.65576613426452,1.0,1.0,1.6666666666666667,2.1022806666666667,2.6666666666666665,1.7559623999999998
1,78.0,0.4881278656788924,-0.6522264908709213,233.0,2.0,3.241541981697082,4,6,9,9.140512000000001,4,12,3,3.855564,0.75,0,1,0.0,0.0,0.0,1.0,0.0,116.5,71.87937139657676,1.5,3.0,2.25,2.2851280000000003,0.75,0.963891
0,168.0,0.4881278656788924,-0.024787705116234456,233.0,1.0,1.7591366209089752,5,9,10,10.917952,5,12,5,5.391608,0.6,0,0,0.0,0.0,0.0,1.0,0.0,233.0,132.4513384751237,1.8,2.4,2.0,2.1835904,1.0,1.0783216
0,198.0,0.4881278656788924,0.1843585568019945,210.0,1.0,1.7996404208242889,6,12,12,12.920532,6,2,13,12.359544,0.16666666666666666,0,1,0.0,0.0,0.0,1.0,0.0,210.0,116.68997738104468,2.0,0.3333333333333333,2.0,2.153422,2.1666666666666665,2.059924
1,288.0,0.4881278656788924,0.8117973425566815,210.0,0.0,0.2939050532877441,7,15,15,15.597722000000001,7,6,10,8.202765,0.14285714285714285,1,1,0.0,0.0,0.0,1.0,0.0,300.0,714.5164659499819,2.142857142857143,0.8571428571428571,2.142857142857143,2.228246,1.4285714285714286,1.1718235714285714
0,10.0,0.4881278656788924,-1.126291351218907,205.0,4.0,2.0491753518581386,8,18,21,19.802172,8,16,7,11.007815,0.25,1,1,0.0,0.0,0.0,1.0,0.0,51.25,100.04024292704446,2.25,2.0,2.625,2.4752715,0.875,1.375976875
1,74.0,0.4881278656788924,-0.6801126591266853,265.0,5.0,2.2891785800456996,9,18,22,20.567650999999998,9,9,12,17.778109999999998,0.2222222222222222,0,1,0.0,0.0,0.0,1.0,0.0,53.0,115.76204771001733,2.0,1.0,2.4444444444444446,2.2852945555555553,1.3333333333333333,1.9753455555555552
1,164.0,0.4881278656788924,-0.05267387337199832,265.0,5.0,2.3096787631511684,11,22,25,22.854018,11,10,18,17.904994000000002,0.2727272727272727,1,1,0.0,0.0,0.0,1.0,0.0,53.0,114.73457011764357,2.0,0.9090909090909091,2.272727272727273,2.077638,1.6363636363636365,1.6277267272727274
0,51.0,0.4881278656788924,-0.8404581265973274,263.0,2.0,1.483060866594314,12,25,28,25.944598,12,17,18,19.689163999999998,0.16666666666666666,1,1,0.0,0.0,0.0,1.0,0.0,131.5,177.33594481792954,2.0833333333333335,1.4166666666666667,2.3333333333333335,2.162049833333333,1.5,1.6407636666666665
1,38.0,0.4881278656788924,-0.93108817342856,263.0,3.0,1.64923346042633,13,28,33,29.036228,13,16,17,18.178532,0.3076923076923077,0,1,0.0,0.0,0.0,1.0,0.0,87.66666666666667,159.46802336402635,2.1538461538461537,1.2307692307692308,2.5384615384615383,2.233556,1.3076923076923077,1.3983486153846154
0,128.0,0.4881278656788924,-0.30364938767387306,263.0,3.0,1.4959002211689942,14,29,35,30.663908,14,26,17,18.455618,0.2857142857142857,0,1,0.0,0.0,0.0,1.0,0.0,87.66666666666667,175.81386530879354,2.0714285714285716,1.8571428571428572,2.5,2.190279142857143,1.2142857142857142,1.3182584285714287
1,218.0,0.4881278656788924,0.3237893980808138,270.0,2.0,1.3492861464619632,15,29,35,31.566721,15,23,26,25.046195,0.13333333333333333,1,1,0.0,0.0,0.0,1.0,0.0,135.0,200.1058120310371,1.9333333333333333,1.5333333333333334,2.3333333333333335,2.104448066666667,1.7333333333333334,1.6697463333333333
1,9.0,0.4881278656788924,-1.133262893282848,270.0,1.0,1.3545727506279939,16,32,36,33.591391,16,11,28,30.513764,0.125,0,1,0.0,0.0,0.0,1.0,0.0,270.0,199.32484237175538,2.0,0.6875,2.25,2.0994619375,1.75,1.90711025
0,89.0,0.4881278656788924,-0.5755395281675707,260.0,1.0,1.3644656091928478,17,32,36,34.732801,17,22,20,29.178272,0.29411764705882354,1,1,0.0,0.0,0.0,1.0,0.0,260.0,190.55079017623868,1.8823529411764706,1.2941176470588236,2.1176470588235294,2.0431059411764707,1.1764705882352942,1.7163689411764707
1,43.0,0.4881278656788924,-0.8962304631088551,236.0,2.0,0.7213876843452447,18,35,41,38.643981,18,43,13,23.568363,0.3888888888888889,0,0,0.0,0.0,0.0,1.0,0.0,118.0,327.14725399588906,1.9444444444444444,2.388888888888889,2.2777777777777777,2.146887833333333,0.7222222222222222,1.3093535
0,73.0,0.4881278656788924,-0.6870842011906262,176.0,1.0,0.31398573517799316,19,38,44,39.716371,19,20,32,30.991899,0.21052631578947367,1,1,0.0,0.0,0.0,1.0,0.0,176.0,560.5350188925895,2.0,1.0526315789473684,2.3157894736842106,2.0903353157894737,1.6842105263157894,1.6311525789473684
0,73.0,0.4881278656788924,-0.6870842011906262,186.0,2.0,1.2173991948366158,20,39,46,42.427551,20,48,16,18.500718,0.5,0,1,0.0,0.0,0.0,1.0,0.0,93.0,152.78472401566077,1.95,2.4,2.3,2.12137755,0.8,0.9250358999999999
1,156.0,0.4881278656788924,-0.10844620988352605,203.0,1.0,1.0838773511350148,21,39,46,43.333661,21,30,27,27.355781,0.3333333333333333,1,1,0.0,0.0,0.0,1.0,0.0,203.0,187.29056363012145,1.8571428571428572,1.4285714285714286,2.1904761904761907,2.0635076666666667,1.2857142857142858,1.302656238095238
0,77.0,0.4881278656788924,-0.6591980329348623,263.0,2.0,1.560269650071859,22,40,48,44.949011,22,27,34,33.088681,0.2727272727272727,0,1,0.0,0.0,0.0,1.0,0.0,131.5,168.5606074487749,1.8181818181818181,1.2272727272727273,2.1818181818181817,2.0431368636363634,1.5454545454545454,1.5040309545454547
1,167.0,0.4881278656788924,-0.03175924718017542,263.0,1.0,1.4950658045709129,23,40,48,46.306511,23,45,23,28.756697,0.5217391304347826,0,1,0.0,0.0,0.0,1.0,0.0,263.0,175.91198942275426,1.7391304347826086,1.9565217391304348,2.0869565217391304,2.0133265652173913,1.0,1.2502911739130433
0,257.0,0.4881278656788924,0.5956795385745115,270.0,1.0,1.8861492276191707,24,43,51,48.094151,24,31,28,29.7664762,0.3333333333333333,1,1,0.0,0.0,0.0,1.0,0.0,270.0,143.14880076631735,1.7916666666666667,1.2916666666666667,2.125,2.0039229583333333,1.1666666666666667,1.2402698416666667
1,51.0,0.4881278656788924,-0.8404581265973274,248.0,1.0,1.4732991009950633,25,46,52,49.416751,25,19,35,36.311304,0.24,0,1,0.0,0.0,0.0,1.0,0.0,248.0,168.32970293167307,1.84,0.76,2.08,1.97667004,1.4,1.45245216
1,141.0,0.4881278656788924,-0.21301934084264054,248.0,1.0,0.8527258485555643,26,49,53,50.545730999999996,26,44,33,33.150175,0.3076923076923077,0,1,0.0,0.0,0.0,1.0,0.0,248.0,290.8320422326685,1.8846153846153846,1.6923076923076923,2.0384615384615383,1.9440665769230767,1.2692307692307692,1.2750067307692308
1,158.0,0.4881278656788924,-0.09450312575564411,175.0,1.0,0.46429207548499046,28,49,55,54.682930999999996,28,15,60,52.526843,0.21428571428571427,0,1,0.0,0.0,0.0,1.0,0.0,175.0,376.9179127539457,1.75,0.5357142857142857,1.9642857142857142,1.9529618214285713,2.142857142857143,1.8759586785714286
0,243.0,0.4881278656788924,0.498077949679338,192.0,0.0,0.7416187636554236,29,52,58,57.999311,29,38,44,43.7514782,0.1724137931034483,0,1,0.0,0.0,0.0,1.0,0.0,300.0,258.8931259689763,1.793103448275862,1.3103448275862069,2.0,1.9999762413793103,1.5172413793103448,1.5086716620689655
1,333.0,0.4881278656788924,1.125516735434025,192.0,0.0,0.48469908535480444,30,52,58,60.130041,30,29,56,54.665295,0.16666666666666666,0,0,0.0,0.0,0.0,1.0,0.0,300.0,396.12205964749063,1.7333333333333334,0.9666666666666667,1.9333333333333333,2.0043347,1.8666666666666667,1.8221765
0,358.0,0.4881278656788924,1.299805287032549,200.0,0.0,0.47435272112488697,31,53,59,62.958471,31,20,51,50.483169,0.1935483870967742,0,1,0.0,0.0,0.0,1.0,0.0,300.0,421.62717971916993,1.7096774193548387,0.6451612903225806,1.903225806451613,2.0309184193548386,1.6451612903225807,1.6284893225806452
0,448.0,0.4881278656788924,1.927244072787236,205.0,0.0,0.44258383288979475,32,53,59,64.510111,32,32,43,53.426731,0.21875,1,1,0.0,0.0,0.0,1.0,0.0,300.0,463.18908366236207,1.65625,1.0,1.84375,2.01594096875,1.34375,1.66958534375
1,34.0,0.4881278656788924,-0.9589743416843238,203.0,1.0,1.188481509685516,33,56,60,65.544781,33,59,47,56.317323,0.30303030303030304,0,1,0.0,0.0,0.0,1.0,0.0,203.0,170.8061912159793,1.696969696969697,1.7878787878787878,1.8181818181818181,1.986205484848485,1.4242424242424243,1.7065855454545455
1,25.0,0.4896113885195087,-0.9045255281925558,65.0,1.0,0.6133517026901244,5,13,13,12.38031,5,4,7,7.516446,0.0,0,0,0.0,0.0,1.0,0.0,0.0,65.0,105.97508691165906,2.6,0.8,2.6,2.4760619999999998,1.4,1.5032892
0,40.0,0.4896113885195087,-0.8012167749725938,39.0,1.0,0.2684312462806701,6,16,16,14.20277,6,5,10,11.71273,0.3333333333333333,1,1,0.0,0.0,1.0,0.0,0.0,39.0,145.28860011781873,2.6666666666666665,0.8333333333333334,2.6666666666666665,2.367128333333333,1.6666666666666667,1.9521216666666668
1,50.0,0.4896113885195087,-0.7323442728259525,128.0,2.0,0.6307127773761748,7,17,18,15.830919999999999,6,7,9,8.30199,0.3333333333333333,0,1,0.0,0.0,1.0,0.0,0.0,64.0,202.94499269935864,2.4285714285714284,1.1666666666666667,2.5714285714285716,2.26156,1.5,1.383665
1,86.0,0.4896113885195087,-0.4844032650980439,141.0,1.0,0.6934545934200287,10,24,22,23.0889,10,25,7,13.368508,0.5,0,0,0.0,0.0,1.0,0.0,0.0,141.0,203.32982337690802,2.4,2.5,2.2,2.30889,0.7,1.3368508000000001
0,97.0,0.4896113885195087,-0.40864351273673843,137.0,1.0,0.8246753066778183,11,24,23,24.40928,11,19,14,17.481798,0.36363636363636365,0,0,0.0,0.0,1.0,0.0,0.0,137.0,166.12598787746018,2.1818181818181817,1.7272727272727273,2.090909090909091,2.2190254545454544,1.2727272727272727,1.5892543636363639
1,118.0,0.4896113885195087,-0.26401125822879173,68.0,0.0,0.5259260535240173,12,27,24,25.62969,12,12,16,16.777459999999998,0.16666666666666666,0,0,0.0,0.0,1.0,0.0,0.0,300.0,129.29574327865973,2.25,1.0,2.0,2.1358075,1.3333333333333333,1.3981216666666665
0,144.0,0.4896113885195087,-0.08494275264752434,58.0,0.0,0.22274181433022022,13,30,26,27.44108,13,18,17,19.504517,0.46153846153846156,0,0,0.0,0.0,1.0,0.0,0.0,300.0,260.39116263107013,2.3076923076923075,1.3846153846153846,2.0,2.1108523076923076,1.3076923076923077,1.5003474615384615
1,157.0,0.4896113885195087,0.004591500143109354,60.0,0.0,0.1099808011204004,14,31,27,28.74735,13,31,12,12.057730000000001,0.38461538461538464,0,1,0.0,0.0,1.0,0.0,0.0,300.0,545.5497631292537,2.2142857142857144,2.3846153846153846,1.9285714285714286,2.053382142857143,0.9230769230769231,0.9275176923076924
1,237.0,0.4896113885195087,0.5555715173162398,119.0,0.0,0.5215427819639444,15,34,28,31.93524,15,38,18,22.662759,0.26666666666666666,0,1,0.0,0.0,1.0,0.0,0.0,300.0,228.1692012913847,2.2666666666666666,2.533333333333333,1.8666666666666667,2.129016,1.2,1.5108506000000002
0,305.0,0.4896113885195087,1.0239045319134006,161.0,0.0,1.5399762019515035,16,34,30,36.18972,16,19,21,19.340627,0.3125,0,1,0.0,0.0,1.0,0.0,0.0,300.0,104.54707014041907,2.125,1.1875,1.875,2.2618575,1.3125,1.2087891875
1,395.0,0.4896113885195087,1.6437570512331723,238.0,0.0,2.5850479006767273,17,35,31,39.35101,17,5,39,34.598399,0.11764705882352941,1,1,0.0,0.0,1.0,0.0,0.0,300.0,92.06792645416556,2.0588235294117645,0.29411764705882354,1.8235294117647058,2.314765294117647,2.2941176470588234,2.0351999411764705
0,47.0,0.4896113885195087,-0.7530060234699449,237.0,1.0,2.9190474152565002,18,38,34,43.400040000000004,18,25,15,27.7866468,0.2222222222222222,0,1,0.0,0.0,1.0,0.0,0.0,237.0,81.19087026860593,2.111111111111111,1.3888888888888888,1.8888888888888888,2.4111133333333337,0.8333333333333334,1.5437026
1,123.0,0.4896113885195087,-0.22957500715547105,245.0,1.0,1.9239490441977978,23,50,47,54.27406,23,12,45,39.691016,0.043478260869565216,0,0,0.0,0.0,1.0,0.0,0.0,245.0,127.34224990982244,2.1739130434782608,0.5217391304347826,2.0434782608695654,2.3597417391304347,1.9565217391304348,1.725696347826087
0,135.0,0.4896113885195087,-0.1469280045795015,167.0,1.0,0.8604176454246043,24,51,50,56.79696,24,20,35,38.200425,0.16666666666666666,0,0,0.0,0.0,1.0,0.0,0.0,167.0,194.09178889815513,2.125,0.8333333333333334,2.0833333333333335,2.36654,1.4583333333333333,1.591684375
1,165.0,0.4896113885195087,0.05968950186042239,118.0,0.0,0.1797936223447322,25,54,52,58.30156,25,34,34,38.245441,0.32,1,1,0.0,0.0,1.0,0.0,0.0,300.0,656.3080406364442,2.16,1.36,2.08,2.3320624,1.36,1.52981764
0,60.0,0.4896113885195087,-0.6634717706793113,121.0,1.0,0.6028100997209549,26,57,56,60.95251,26,49,26,25.9502407,0.46153846153846156,0,1,0.0,0.0,1.0,0.0,0.0,121.0,200.72656389800332,2.1923076923076925,1.8846153846153846,2.1538461538461537,2.3443273076923075,1.0,0.9980861807692307
1,142.0,0.4896113885195087,-0.0987172530768526,191.0,1.0,0.6028100997209549,27,58,56,61.667102,27,27,34,36.949124,0.25925925925925924,0,1,0.0,0.0,1.0,0.0,0.0,191.0,316.8493694588317,2.1481481481481484,1.0,2.074074074074074,2.2839667407407407,1.2592592592592593,1.368486074074074
0,178.0,0.4896113885195087,0.14922375465105608,197.0,1.0,0.6356889754533768,28,61,57,63.729352,28,55,31,33.598207,0.32142857142857145,0,1,0.0,0.0,1.0,0.0,0.0,197.0,309.8999787742088,2.1785714285714284,1.9642857142857142,2.0357142857142856,2.276048285714286,1.1071428571428572,1.1999359642857144
1,240.0,0.4896113885195087,0.5762332679602321,180.0,0.0,0.4238490909337997,29,64,60,65.679012,29,37,32,44.0213408,0.2413793103448276,1,1,0.0,0.0,1.0,0.0,0.0,300.0,424.6794527822024,2.206896551724138,1.2758620689655173,2.0689655172413794,2.264793517241379,1.103448275862069,1.517977268965517
0,32.0,0.4896113885195087,-0.8563147766899069,188.0,1.0,0.9357502907514572,30,67,61,67.408482,30,25,40,45.280263,0.23333333333333334,0,0,0.0,0.0,1.0,0.0,0.0,188.0,200.90829985104895,2.2333333333333334,0.8333333333333334,2.033333333333333,2.2469494,1.3333333333333333,1.5093421
0,41.0,0.4896113885195087,-0.7943295247579297,161.0,1.0,0.7744016647338867,31,70,62,68.241897,31,78,20,30.988364,0.5161290322580645,0,1,0.0,0.0,1.0,0.0,0.0,161.0,207.9024456324298,2.2580645161290325,2.5161290322580645,2.0,2.2013515161290322,0.6451612903225806,0.9996246451612903
1,112.0,0.4896113885195087,-0.30533475951677647,170.0,1.0,0.5737833343446255,32,70,64,69.588557,32,47,34,42.2404864,0.375,0,1,0.0,0.0,1.0,0.0,0.0,170.0,296.2790827554686,2.1875,1.46875,2.0,2.17464240625,1.0625,1.3200152
0,187.0,0.4896113885195087,0.21120900658303324,155.0,0.0,0.1499431990087032,33,73,68,72.184917,33,71,40,51.800109,0.3333333333333333,0,0,0.0,0.0,1.0,0.0,0.0,300.0,1033.7247772805172,2.212121212121212,2.1515151515151514,2.0606060606060606,2.1874217272727274,1.2121212121212122,1.5697002727272726
1,203.0,0.4896113885195087,0.3214050100176593,162.0,0.0,0.1992843374609946,34,73,70,74.790217,34,54,35,41.049726,0.38235294117647056,1,1,0.0,0.0,1.0,0.0,0.0,300.0,812.9088420293332,2.1470588235294117,1.588235294117647,2.0588235294117645,2.1997122647058824,1.0294117647058822,1.2073448823529411
1,0.0,0.4896113885195087,-1.076706783559159,181.0,1.0,1.1105400584638119,36,79,74,78.581727,36,38,44,43.366735,0.3611111111111111,0,1,0.0,0.0,1.0,0.0,0.0,181.0,162.9837650794639,2.1944444444444446,1.0555555555555556,2.0555555555555554,2.18282575,1.2222222222222223,1.2046315277777777
0,61.0,0.4896113885195087,-0.6565845204646471,169.0,1.0,1.05001007579267,0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,169.0,160.9508364692778,0.0,0.0,0.0,0.0,0.0,0.0
1,151.0,0.4896113885195087,-0.036732001144875424,243.0,1.0,1.0676803980022669,1,3,2,3.48824,1,1,1,0.537517,0.0,0,1,0.0,0.0,1.0,0.0,0.0,243.0,227.5961986889302,3.0,1.0,2.0,3.48824,1.0,0.537517
0,241.0,0.4896113885195087,0.5831205181748963,243.0,0.0,0.6770149264484644,2,6,4,5.9040099999999995,2,4,1,2.0788029999999997,0.5,0,1,0.0,0.0,1.0,0.0,0.0,300.0,358.9285708584707,3.0,2.0,2.0,2.9520049999999998,0.5,1.0394014999999999
1,331.0,0.4896113885195087,1.2029730374946679,270.0,0.0,1.284381553530693,3,9,6,7.42273,3,4,3,2.8797029999999997,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,0.0,300.0,210.21790546413962,3.0,1.3333333333333333,2.0,2.4742433333333334,1.0,0.9599009999999999
0,19.0,0.4896113885195087,-0.9458490294805405,270.0,3.0,3.487232744693756,4,12,13,12.36295,4,7,4,4.0623988,0.5,0,1,0.0,0.0,1.0,0.0,0.0,90.0,77.42528812016847,3.0,1.75,3.25,3.0907375,1.0,1.0155997
0,109.0,0.4896113885195087,-0.32599651016076886,270.0,3.0,2.9154613725841045,5,15,17,14.95655,5,11,8,7.657414999999999,0.0,1,1,0.0,0.0,1.0,0.0,0.0,90.0,92.60969894472889,3.0,2.2,3.4,2.99131,1.6,1.531483
1,8.0,0.4896113885195087,-1.021608781841846,270.0,5.0,3.822174858301878,6,18,22,19.15025,6,4,5,5.9651703,0.3333333333333333,0,1,0.0,0.0,1.0,0.0,0.0,54.0,70.64041024014166,3.0,0.6666666666666666,3.6666666666666665,3.191708333333333,0.8333333333333334,0.99419505
0,98.0,0.4896113885195087,-0.4017562625220743,270.0,2.0,2.130620311945677,7,21,23,21.35824,7,11,11,10.034302,0.2857142857142857,0,0,0.0,0.0,1.0,0.0,0.0,135.0,126.72365812256653,3.0,1.5714285714285714,3.2857142857142856,3.0511771428571426,1.5714285714285714,1.4334717142857143
0,127.0,0.4896113885195087,-0.20202600629681455,209.0,2.0,2.1437284983694553,8,21,25,22.110053999999998,8,10,12,10.584209,0.25,0,1,0.0,0.0,1.0,0.0,0.0,104.5,97.49368922369032,2.625,1.25,3.125,2.7637567499999998,1.5,1.323026125
1,217.0,0.4896113885195087,0.41782651302295715,209.0,0.0,0.9981667138636112,9,24,28,24.603724,9,12,10,11.077063,0.3333333333333333,0,1,0.0,0.0,1.0,0.0,0.0,300.0,209.3838605286908,2.6666666666666665,1.3333333333333333,3.111111111111111,2.733747111111111,1.1111111111111112,1.2307847777777778
0,286.0,0.4896113885195087,0.8930467778347821,188.0,0.0,0.543664764612913,10,27,33,28.689004,10,24,7,10.223036,0.4,1,1,0.0,0.0,1.0,0.0,0.0,300.0,345.80133243296575,2.7,2.4,3.3,2.8689004000000002,0.7,1.0223036
1,7.0,0.4896113885195087,-1.0284960320565102,249.0,1.0,1.0048053041100502,11,30,37,31.204664,11,10,19,22.15089,0.09090909090909091,1,1,0.0,0.0,1.0,0.0,0.0,249.0,247.80920142587996,2.727272727272727,0.9090909090909091,3.3636363636363638,2.8367876363636366,1.7272727272727273,2.013717272727273
0,68.0,0.4896113885195087,-0.6083737689619982,249.0,2.0,0.9173387959599495,12,33,40,33.148644,12,15,10,14.875892,0.5,0,1,0.0,0.0,1.0,0.0,0.0,124.5,271.43733710666174,2.75,1.25,3.3333333333333335,2.762387,0.8333333333333334,1.2396576666666668
0,158.0,0.4896113885195087,0.011478750357773484,270.0,2.0,0.8128261901438236,13,33,40,33.662746,13,17,22,17.480089,0.15384615384615385,1,1,0.0,0.0,1.0,0.0,0.0,135.0,332.1743360068473,2.5384615384615383,1.3076923076923077,3.076923076923077,2.589442,1.6923076923076923,1.3446222307692308
1,76.0,0.4896113885195087,-0.5532757672446852,270.0,2.0,1.1122731603682041,14,34,42,35.600566,14,12,25,29.142623,0.07142857142857142,1,1,0.0,0.0,1.0,0.0,0.0,135.0,242.74612534084693,2.4285714285714284,0.8571428571428571,3.0,2.5428975714285715,1.7857142857142858,2.0816159285714284
